Sentence,Label
Restoranın hizmeti iyiydi ancak menü çok sınırlıydı.,1
iade talebi oluşturulmamış bana yalan söyleyip başlarından savdılar,0
Beklediğimden kalın. Kışın kullanıcam,1
"Serinin en ateşli filmi, tabi ki tüm seriyi izlemelisiniz, aferin Peter Jackson, efsanelerden biri oldun.",2
"Otelde personelin birbirinden haberi yok, otopark var mi diye soruyorsunuz, var deyince araba ile gidiyorsunuz kaleici yonetimi otelin otoparki olmadığını soyleyerek sizi cikartiyor. Ekstra 30 lira otopark parasini cebinize koyup gidin. Bu durum karsisinda kayitsiz. Arkanizda duracağını dusunmeyin. Ses kaydini dahi attigim halde bi donus olmadi",0
Şu leş Galatasaray bile 3 gol atıp galip geliyor ya yemin ederim delirecem. 90 dakikadır izliyorum Galatasaray'da öyle ahım şahım bir futbol asla yok.,0
"Araç içerisinde oluşan kötü koku ve bu konuda bir çözüm üretememeleri, sürekli olarak sanki sinek kovuyormuş gibi kokulu sprey sıkıp kokuyu birbirine karıştırmaları nedeniyle yaptığım şikayet talebime bir dönüş alamadım.",0
"Müşteri hizmetleri hızlı yanıt veriyor, ama çözüm uzun sürüyor.",1
Baba Miyazakenin en güzel animasyonlarından. Bana göre Benjamin Buttonun hikayesinin esinlendiği senaryo...Mutlaka izlenmeli…,2
"Evet kokusu inanılmaz güzel ama kalıcılığı sıfır, makineden çıktıktan sonra bile koku yapmıyor. Maalesef yumoş serisinin en kokusuz yumuşatıcısı. 3 tane aldığıma inanılmaz pişmanım.",0
"Oğlum için aldım, memnun kaldı",2
165 üstü iseniz M alın,1
Tribünlerdeki şiddetten dolayı artık sporun tadı kalmadı.,0
Beşiktaş'ın başarılarını bu şekil izliyormuş @rmznkrcn41 kardeşim. Yakışır. https://t.co/eaEQT7LbC8,2
"Film olarak değerlendirdiğimizde sıradan bir aksiyon filminden çok da öteye geçemeyen bir film, dolayısıyla Johnny Depp veya Jolie hayranı değilseniz kesinlikle izlemeniz gereken bir film değil ama pişman da olmazsınız.",1
Odaların temizliği ve düzenli bakımı takdire şayandı.,2
Aslında bu animelerin hepsi ilgi çekici konulara sahip ve görsellik açısından da çok şey vadediyor.,2
@bgyether Ziya selcuk istifa tweti atmaya baslamıstır dmsşsöalzş,1
off istanbul'a gitmek istiyom...ama temelli,2
Tavuk pilav kötü çorba güzel,1
imax versiyonu var galiba,1
"Aksiyon sahneleri, izleyiciyi ekrana kilitleyen heyecan verici anlar sundu.",2
Bu yalancı 25 yıl Ankara’yı yönetti https://t.co/Qivpyjd6wK https://t.co/9TGa24jVft,1
"""Matematiksel ürün içeriğinde Fibaks marka yazıyor satıcı ucuz Zore markalı üretim göndermiş bu hırsızlık değil 1. 50 liraya daha fazla ödemeyi neden teşkil ediyor? Zore zaten piyasada 30-40 lira. Bunlara güvenip buradan alışveriş yapmayın.""",0
1 ay içinde tüm ölçü birimleri silindi. Bu kadar kötü kalite böyle bir marka için kabul edilemez.,0
Otel gelenlere hoş görünse de oda ücretini hak etmiyor. Odalar alçak karanlık ve ruhsuz banyo çok küçük hizmet saçma her şeyden kar elde etmeyi amaçlıyorlar hatta misafirlerinden otopark ücreti bile alıyorlar açık büfe kahvaltı da bayat ve berbat yani paranızı çöpe atıyorsunuz.,0
"Teknofest, sadece teknolojiyi değil, aynı zamanda inovasyonu da kutluyor. Geleceğin teknolojilerini burada görmek harikaydı!",2
Burası aslında bir residence olan bir konutun alt 4 katı otel olarak açılmış yani resimde görünmeyen 4 kat otel komşu üst katlar reidence ben beğenmedim oda çok kötüydü dar ve karanlıktı yani ben beğenmedim,0
@yusufenras @kamilozkan1 @yusufenras ASELSAN 2023 den sonra değerini bulacağını düşünüyorum.,2
Böyle bir şey yok sipariş 1 dakikadan fazla sürede geldi o kadar özensiz hazırlanmış ki kesmemek için kocaman dilimler koymuşlar bilişim teknolojilerini kimseye tavsiye etmiyorum,0
Çok yüksek kalibreli değil sadece bilişim teknolojisi iş görür.,1
"Kütüphanelerdeki koleksiyonlar genellikle dağınık ve düzensiz olduğundan, arama yapmak zorlaşır.",0
@tekinyasin02 Haluk bilginer sesiyle okudum,2
Film insanın özgür iradesini sorgulayan birçok an içeriyor.,2
Bu eşsiz yapımın başarısı bu temayı ustalıkla işleyen yönetmen Jacques Louis David Fincher ve karanlık sisli çekimleriyle birinci sınıf bir iş çıkaran usta görüntü yönetmeni Darius Khondji sayesinde tartışılmaz.,2
Plansız yapılaşma nedeniyle tarihi mekanların çoğu yeterli bakımı alamıyor.,0
"Kütüphanenin etkinlikleri, öğrenmeyi daha eğlenceli hale getiriyor.",2
"Karmaşık ve ilgi çekici bir konsept sunuyor, fakat bazı seyirciler için anlaşılması zor olabilir.",1
Oyunculuk ve gerilim çok şey anlatıyor ancak bilişim teknolojisi bazıları için karanlık olabilir.,1
Bu ne biçim şey be kardeşim. Geldiği günden beri hiç bırakmadık.,2
"İnsan ruhunun karanlığına unutulmaz bir yolculuk.Öncelikle bu bir savaş filmi değil savaş karşıtı film de değil.Tamamen mistik ve psikolojik olarak savaşın insan ruhunda açtığı tahribatlar ve kabus atmosferinde normal kalamayan çıldırmış delirmiş karakter tasvirleri.
Kurtz rolünde bir kez devleşip efsaneleşen Marlon Brando muhteşem ötesi.",2
"""Sadece iyi bilinen bir markayı oluşturmakla ticari isim olamazsınız.""",0
"Karakterlerin derinliği ve oyunculuk harika, ancak bazıları için çok uzun olabilir.",1
Fahrettin Koç TÜRKİYE #ŞAMPİYONU Öğrencimiz Fahrettin Koç ve Antrenörü Yılmaz Uyarı tebrik ederiz. Başarılarla döndüler,2
"Scorsese gibi usta bir yönetmenin kamera arkasında oturması, başrollerde ise başarılı oyuncular Leonardo DiCaprio ve Ben Kingsley'nin yer alması bizi heyecanlandırmaya yetiyor.",2
"Çok güzel kokuyor, aldım, indirimde stoklayacağım.",2
Süleyman Soylu bu ülkenin en ciddi sorunlarından biridir. https://t.co/bXMIiZrPlx,0
@Baykar_Savunma @AhmetYavuz1837 Tebrikler 👏👏👏👏,2
Spor etkinliklerinde doping skandalları artıyor adil rekabet zedeleniyor.,0
Kurumsal bir firmaya yakışmayan eylemleri asla onaylamam.,0
Malzeme aşağılanmış bir ceketle eşit gemi. Onunla karşılaştığımda yumuşatıcı tamamen boştu. Bilgi teknolojisinin hepsi dökülmüştü.,0
Harika bir mekan mükemmel bir atmosfer. Tarık ve Serhat Bey çok güzel ilgilendiler. Umarım bir daha gelebilirim hatta otelinde konaklamayı çok isterim. Müzikler de çok güzeldi. ,2
"Ürünün performansı beni ne hayal kırıklığına uğrattı, ne de çok etkiledi.",1
Isıtma Sağlık ve Endüstriyel Ekipmanlar Sanayi Devriminin etkisiyle Avrupa ekonomik topluluğuna giren çeşitli petrokok makine ve ürünleri içerir.,1
"Birçok insanın psikolojisi ciddi şekilde etkileniyor, bu durum önemsenmeli.",0
"Çok hızlı geliyor ve tadı güzel. Fırında kızarmış tavuk olacağını düşünmüştüm ama hiç kızarmış değildi, biraz daha pişirilebilirdi ama genel olarak beğendim ve sık sık sipariş ediyorum.",2
Volaille sir tim pirinç kötü çorba iyi,1
Siparişten yaklaşık iki saat sonra elime ulaştı bilgi teknolojisi sıcaktı sadece hamur işleri birbirine yapışmıştı ve bütün olarak geldi. İyot lütfen hizmetinizi iyileştirmenizi umuyor.,0
Trafikte herkes kendi kurallarına dikkat etsin işler karışıyor.,0
1.30 saatte bir çorbayı teslim edemediler,0
Ürün kalitesi güzel ama maalesef laptop dışında bir şeye uymuyor.,1
"Her bitkinin ihtiyacını öğrenmek, onları en iyi şekilde büyütmek demek.",2
"Müşteri hizmetleri ekibi, herhangi bir sorunuz olduğunda hızlı ve etkili bir şekilde size yardımcı oluyor.",2
"""Akıllı telefonum olmadan ne yapacağımı bilmiyorum bilgi teknolojisi her zaman elimizin altında olsun!""",2
Girişten itibaren tecrübesiz tamamıyla paraya odaklı her isteğin müşteri memnuniyeti yerine maddi bir karşılığı olduğunu yansıtmaları. Mecburiyet olmasa bir saniye kalınacak bir yer değil,0
İyi oyunculukların ve komik esprilerin olduğu ortalama bir komedi.,1
"""Çocukların yaratıcı beyin kapasiteleri sınırsızdır! Hayal güçlerini desteklemek onların gelecekteki başarıları için önemlidir. 🎨 ✨ #YaratıcıDüşünme""",2
"Standart oda, beklediğimizden çok daha geniş ve konforluydu.",2
"İşlemeli Eserler, 19. yüzyıl sonu ile 20. yüzyıl başlarında ortaya çıkan, geleneksel sanatın yeniden yorumlandığı işlemeli eserleri kapsamaktadır.",1
"""Filmin optik etkisi o dönem için çığır açıcıydı ve hala anlamlıdır.""",2
Restoranın servisi iyiydi ancak menü çok sınırlıydı.,1
"İlk defa drone alacaksanız bu seviyeden başlamak harika ama wifi olduğu için bağlantı kopabilir, drone kaybolabilir rüzgarlı havada kesinlikle uçurmayın. O zaman da bir anlamı kalırsa tabi...",1
Bugün kadınlar günü sevgililer günü değil!!!,1
Cumhuriyetimizin 100'üncü yılında Galatasaray ve Fenerbahçe'nin yapacağı final maçının Suudi Arabistan'da yapılması nasıl bir mantıktır? Bu maç Türkiye Cumhuriyeti Devleti sınırları içerisinde yapılmalıdır!,0
"Diğer ürünle birlikte gönderdikleri içi alamadım ,diğer ürün patlamıştı,iğrenç bir kargolama yapılmış,hiç bir önlem olmadan",0
"Abi, Fulya Öztürk, her seferinde savaşın nabzını tutuyor. Olayları izlemekten öte, yaşayan bir gazeteci. Onun haberleriyle, gerçeğin tam kalbinde hissediyorsunuz kendinizi. 👁️‍🗨️🎙️ #HaberinKalbi",2
"Hayir kanka yolumun üzeri değil ben almiyim seni, Bluetooth'a bağlanıp aleyna tilki acıyosun",0
@KoronaReport Test yalan maske yalan,0
"Ürün hem görünüm hem de performans olarak çok güzel, temizlemesi kolay, çok beğendim",2
RT @elnur_gs: Fenerbahçe kazandıkça Nihat Özdemir para kazanacak. Fener şampiyon olsa Nihat Özdemir fenerin hisse senetlerine sahip olduğu için para katlayacak. Böyle bir futbol ortamı dünyada hiç bir ülkede yok.,0
Vezir Divitdâr Mehmed Emin Paşa Göksuda sık sık avlanan ve atış talimi yapan Büyük Türk için 1751-1752 yıllarında ahşap bir ev yaptırmıştır.,1
Ürünler öncelikli olarak son dönem saray köşk ve kasırların dekorasyonunda yer almış; bazı özel parçalar yabancı hanedanlara armağan olarak sunulmuştur.,1
Personeller ilgiliydi. Herkes işini yapıyordu. Özellikle kahvaltı yaparken ocağın başında omlet yapan bir hanımefendi vardı mükemmel yapıyordu her gün omlet için sıraya girdim.,2
İmralı yakınlarında güney kolunda geçmesi beklenen depremin büyüklüğü altılı dörtlü mertebesindedir.,1
"RT @1yeliyzarslan: 📌 Gana Silahlı Kuvvetleri, Aselsan tarafından geliştirilen Acar Gözetleme Radarı’nı envanterine kattı. https://t.co/KU19kDq0f9",1
Sporcuların kondisyonları yetersiz bu takımın ileriye gitmesi mümkün değil.,0
Ürün eksiksiz geldi.,2
"Ankara'ya ihtiyacım var, Ankara'nın beni sarıp sarmalamasına, bi içimi dökmeye ihtiyacım var. Buna zamanım bile yok",2
Bu filmi izleyip çok şey görebilirsiniz veya hiç göremezsiniz bilgi teknolojisi tamamen sizin araştırma noktanıza bağlıdır.,1
kuryeniz bina da yaptığı saygısızlık bir anlamı yok gece de saat 2 de zili 25 kere çağırmaz bide çorba değil sıcak su diyelim (sıcak olsa da iyi olurdu),0
"Hastalananların sayısı artıyor, sağlık sistemi çöküşün eşiğinde.",0
"Türkan Şoray'ın bi repliği var; ""elini tuttum sıcacıktı, yüreği elindeymiş gibi"" Tahmini bu levele ne zaman geliriz? ona göre hayatımı planlicam",1
Ürünün kalitesi gerçekten etkileyici.,2
"Okulumuz öğretmenlerinden Sibel SAĞLAM PAMUKÇUOĞLU ve Canan YAYLA koordinatörlüğünde, 20 Kasım Dünya Çocuk Hakları Günü panosu hazırlandı. Dünya üzerindeki bütün çocukların aynı haklara sahip olması dileğiyle…",1
Yorumları okuduktan sonra daha kötü bir bekliyordum açıkçası ama filme haksızlık edilmiş bence hoşça vakit geçirilebilecek bir film.. benden geçer not aldı izleyin derim.,2
Otel yönetimi olarak yaptığımız her dilekçeye derhal yanıt veriyoruz.,2
"Gerçekten çok güzel yıkıyor, stok yapmalıl",2
"iki ustanın bir araya gelip bir film yapması kötü olabilir mi? Çok etkileyeceğin güzel bir dostluk filmi diyebilirim. Komik, eğlenceli ve konusu biraz farklı. Sonuç olarak güzel bir film. Şiddetle tavsiye ederim, keyifle izleyin...",2
Valla Kenan Sofuoğlunun her yarışı sanki bir destan gibi. Adam sadece rakipleri değil zamanı da yeniyor!,2
Arkadaşlar hatırlar mısınız? Geçen sene bu zamanlar beraber ağaç diktik. Şimdi o ağaç bizim için yaşayan bir anı oldu! ,2
"Online katalog sistemi, istediğim kitapları hızlıca bulmamı sağlıyor.",2
"RT @MuyesserYildiz: Günün Çelişkisi: ""Gerek siyasette gerekse gündelik hayatın içinde çekişme, tartışma,rekabet olması gayet tabidir. Bu farklılıklar millet olarak zenginliğimizdir. Burada önemle durulması gereken mesele farklılıklarımızı kardeşliğimizin önüne geçirmemektir."" (Recep Tayyip Erdoğan)",0
"""Bu bilgisayar belleğinin indirimleri bir aldatmacadır fiyatı ne kadar yüksek olursa olsun!""",0
Online sınavlar öğrencilerin gerçek başarılarını değerlendirmiyor haksızlık var.,0
Konumu sayesinde çevredeki güzel yerlere kolaylıkla ulaşabildik.,2
Ak troller zafer kazanmış edasına bürünmüşlerdi bacak bacak üstüne atılınca. Akp böyle kitle sayesinde 20 yıldır Müslüman coğrafyaya kan kusturdu,0
Bu çocukların ahı bu dünya üzerinde kaldığı sürece corona bizden daha çok alır ...... Bahçeleriniz bahar görmesin Dinsiz israil Allahımın gazabı üzerinde olsun #FreePalestine https://t.co/BFCVcGzQhq,0
"Son 2 gidişimde başıma çok şey geldi. Kamil Koç, paramı iade et.",0
"2 tane aldım, birinin fişi yanmıştı. Çalışmasını engellemedi, uğraşmak istemedim. Sıcaklık beklentilerimin altındaydı. Ne güldürüyor ne de öldürüyor.",1
“Ayinesi iştir kişinin lafa bakılmaz” ✅İlk nükleer enerji santralimiz Akkuyu Nükleer Güç Santrali'nin 3.güç ünitesinin temeli atılıyor ✅HİSAR-O+ en uzak menzil ve yüksek irtifada hedefi vurup imha etme testini geçti ✅TOGG Gemlik projesinde üstyapı işleri başladı Tşk @Akparti https://t.co/8iyJQvMRR0,1
"?? Boğaziçi Üniversitesi kampüsünde buluşan mezunlar, üniversitelerindeki gayrimeşru rektör atamasına karşı öğrenciler ve öğretim görevlilerinin yaklaşık yüz gündür direndiğine dikkat çekerek, Melih Bulu’nun üniversite içinden gelen bu güçlü itiraza ku... https://t.co/BQitpBG11p",1
"İnsan beyni Matrix'teyken, yani gerçek dünyadayken, zihin öldüğünde gerçek ölüm gerçekleşebilir, tamam, bu anlaşılabilir bir durum ama bedene gelen bir darbe ölümlü bedeni nasıl etkiler? Bu durum bana imkansız gibi geldi.",1
"Özel günümüzde aldığımız ikram hizmeti konuklarımızı etkiledi. Her detay dikkatlice düşünülmüştü, herkese teşekkür ederim.",2
"Farklı diyet ihtiyaçlarına uygun bir menü hazırlamak, catering ekibinin uzmanlık alanı gibi. Herkesin memnun ayrılmasını sağladılar.",2
"İtalya'da Paskalya Bayramı'nda geleneksel çörekleri yemek, ailelerin bir araya geldiği güzel bir anıydı. 🐣❤️ #Paskalya #İtalya",2
"Bu müfredatın içeriği öğrencilerin ihtiyaçlarına uygun değil, bu da öğrenme sürecini olumsuz etkiliyor.",0
"Hiç kimsenin bu kadar insanı mağdur etmeye hakkı yok, gerekli işlemlerin yapılmasını talep ediyorum.",0
Meyvelerinizi gönül rahatlığıyla sıkabilirsiniz. Çok kaliteli bir ürün almak isteyen herkese tavsiye ederim.,2
Bir arkadaşın önerisiyle izledim. ,1
"Bunu erkek arkadaşıma aldım, eminim ona çok yakışacaktır.",2
Bu ürünün ambalajı dayanıksız olup nakliye sırasında hasar görmüştür.,0
Bu telefonun kamerası berbat hiçbir şey net değil!,0
Sürücülerin kavşaklarda dönüş kurallarını bilmeden dönmesi çok tehlikeli.,0
Ajanlar ve Neo kıyafeti arasındaki kavga sahneleri tekrar tekrar sona erdi.,0
"Düşünsene, Kenan Sofuoğlu gibi dünyada bir numara olmak istiyorsun. Adamın işi tam anlamıyla bir tutku, onun için dört tekerlek değil iki tekerlek!",2
"Orijinal ürün değil, simleri dökülüyor. Südor marka istiyordum ama bana farklı bir marka gönderdiler, okul özellikle Südor marka istediği için iade ettim.",0
Rota öngörülerinin yetersiz olduğu yerlerde kaza riski çok yüksektir.,0
"Göksu ile Küçüksu dereleri arasında kalan çayırlık alan, Osmanlı döneminde padişahların Boğaz?içi’ndeki hasbahçelerinden, zamanla da en gözde mesire yerlerinden biri olarak tanınmaktadır.",1
Yumuşacık ve çok güzel. İki tane daha aldım.,2
Banka indirimini görünce hemen sepete bilişim teknolojisini ekledim. Hepsiburadanın teslimat ve tanıtım farkından çok memnunum.,2
Her defasında zevkle izlenen dört dörtlük mükemmel son dönemde çekilmiş en eğlenceli ve başarılı gişe filmi.,2
@atayaliko Ali Atay bey neler yapıyorsunuz,1
Ürünü değişim talebiyle gönderdim ve paramı iade ettiler. O kadar bekledim ki Hepsiburadadan Kartezyen ürünü aldığıma pişman oldum.,0
Online sınavlar öğrencileri gerçek potansiyellerini gösterememelerine neden oluyor.,0
"Suşi lezzetliydi ama erişteler fazla pişmiş ve tatsızdı. Erişteleri ve suşiyi üst üste doğradıkları için suşi ısınıyordu, bu detaya dikkat etmelerini rica ederdim.",1
"Anadolu Medeniyetleri Müzesi, 1997 yılında ""Avrupa'da Yılın Müzesi"" seçildi.",1
@liberal_gorus @AnlasEkonomi Sadece bu yüzden değil. Ve bu oyunda değil ki adil olmak zorundada değil. Bak kapitalizmi severim lüks üretir zenginlik yaratır ama toplumu piyasanın eline bırakmak başka sorunlara sebep oluyor. ABD de yaşanan ev kredisi buhranı bunun örneği. Ben togg u destekliyorum hayırlısı...,2
"Bana göre her anlamda serinin en iyisi. Eksileri yok, sadece diğer filmlere göre artıları var.",2
23 Nisan çocukların geleceğin liderleri olduğunu hatırlatan bir bayram. Her çocuğun sevgi barış ve eğitim dolu bir hayat yaşamasını diliyorum. 🌍 #23Nisan,2
Aşı dağıtımında adil olunmuyor bazı bölgeler avantajlı durumda.,0
Ben bu filmin ilk versiyonu geçenlerde seyrettim (Fransız yapımı olanı) kim ne derse desin o bu filmden çok daha iyi çok daha başarılı bir filmdi. Bu film ise ancak oyuncuların perfomansı (yani Jolie ve Depp)ile durumu kurtarıyor ancak ilk filmi ben bu filme daha çok tercih ederim.,1
Bu salgın yüzünden kaybettiğimiz canların sayısı her geçen gün artıyor yüreklerimiz dağlanıyor.,0
Güzel sanat eleştirmenlerinin yeni ve farklı sanat anlayışlarına yakın olması yenilikçiliği engelliyor.,0
"Kütüphaneler çağın gereksinimlerine uygun hale getirilmiyor, bu da ilgi kaybına neden oluyor.",0
Çantanıza koymanızı tavsiye etmem çünkü kilit sistemi olmasına rağmen bu şekilde su akıtan bir suluk hayatım boyunca görmedim.,0
Sporcuların fiziksel ve psikolojik sağlığı sık sık göz ardı ediliyor.,0
beğenmedim. hiç bi konuşma yok filmin başlarında pek gülüncek yeri yoktu,0
"Çok hızlı elime ulaştı. Güzel hafif bir kokusu var, diğer yumuşatıcılar gibi ağır, yoğun bir kokusu yok. Bahar gibi kokuyor, bence bahar aylarında tercih edilebilecek bir yumuşatıcı. Tabi yoğun parfümlü olanlar ne kadar sağlıklı? Ben beğendim. Fiyatı da gayet uygundu, indirimdeyken aldım. Hafif bahar kokularını sevenlere tavsiye ederim. Yumuşatma özelliği de soft kalitede 👌🏻",2
"RT @B_Altg: Birleşmiş Milletler'e, Cumhurbaşkanı Recep Tayyip Erdoğan tarafından açıklanan İnsan Hakları Eylem Planı'nı sorduk. BM, ""İnsan Hakları Eylem Planı'nın uygulanması için Türkiye'ye destek vermeye hazırız"" mesajını verdi. @abdulhamitgul https://t.co/CvGhAgozE1",1
Tadı güzel ama içindeki adet miktarı az. İ,1
"Birader, Kenan Sofuoğlu'nun o vitesi çevirişi var ya, insanın aklını alır! O nasıl bir kontrol, nasıl bir yetenek, anlatamam!",2
"Fena değil. Farklı bir tat, farklı bir lezzet bekliyordum.",1
Diğer ürünle birlikte gönderdikleri içi alamadım diğer ürün patlamıştıiğrenç bir kargolama yapılmışhiç bir önlem olmadan,0
"Ben soft blue kullanıyordum ve bunu da denemek istedim, aldım ama mavi olanından vazgeçemiyorum. Çok kalıcı değil ama kokusu güzel 🤩",2
Bu konserde ses düzeni tam bir fiyasko hiçbir şey anlamadım!,0
Çevrimiçi platformlardaki eğitim materyallerinin güncellenmemesi öğrenmeyi olumsuz etkiliyor.,0
"""Birisi önceden satın aldı çünkü yer olmayacaktı istedikleri zaman iptal edebiliyorlardı ve yakınlardaki gezileri bile listelemiyorlar ve bunun üzerine 3-5 gün içinde paramı alıp iade edeceklerini söylüyorlar. Saçmalık kesinlikle bir daha kullanmayacağım.""",0
"87 Atatürk Barajı, 100 Yavuz Sultan Selim Köprüsü, 70 Marmaray, İstanbul Havalimanı özelliklerinde 35 havalimanı, 11 Güneydoğu Anadolu Projesi (GAP),8 Kanal İstanbul Projesi,52 bin 500 adet 24 derslikli okul, 3 bin 60 tane 400 yataklı tam teşekküllü eğitim ve araştırma hastanesi",1
"RT @HuseyinYayman: Cumhurbaşkanımız Sn. @RTErdogan “Nasıl yüzyıl önce Sevr’i, yırtıp atmışsak, Bugün FETÖ, DEAŞ, PKK gibi taşeronlar aracılığıyla ülkemize dayatılan modern Sevr’i de yırtıp atıyoruz..” Recep Tayyip Erdoğan Türkiye demektir🇹🇷 https://t.co/AYZ6NXBsgS",2
RT @mbssef: Cem yilmaz-ferda amin=cem yilmaz,1
"""Evet kokusu inanılmaz derecede nazik sadece kalıcılığı sıfır makineden çıktıktan sonra bile kokmuyor. Maalesef yumoş serisindeki en kokusuz yumuşatıcı. İyot fantastik bir şekilde 3 tanesini bozdu.""",0
"Temiz güleryüzlü butik Hotel. Zengin kahvaltılı. Genelde Kaleiçinde bulunan diğer Hoteller gibi etrafı eğlence mekanlarıyla doldu. Gece hayatını seven gençlere öneririm.
",2
Fahrettin Koca'nın mülakatlar sırasında hemşireleri ve doktorları yeterince değerlendirmemesi veya bu mesleği önemli görmemesi konusunda bir endişe bulunuyor mu? Bu konuda bir açıklama yapılacak mı?,1
Ürün çok iyi. Tavuk 20 dakikada pişti. Bizce 5 dakika daha pişirilebilirdi. Çok para verip marka almaya gerek yok bence.,2
Sürekli aynı yalan yeter artık bir daha asla @VodafoneDestek kullanmayacağım kıymetini bilmediğim @Turkcell den özür dilerim https://t.co/WVgJ3JwtbJ https://t.co/WVQbsgtGDm,2
Kokusu güzel ama nemlendirici etkisi sürdükten hemen sonra kayboluyor.,1
Her zamanki gibi çok güzeldi teşekkürler 🙏🏻,2
"Fanatik fenerbahçeli Abdulkerim Durmazın Sametin açık eline çarpan pozisyona yorumu: Abdulkerim Durmaz: ""Arda Kardeşler VAR'a gitseydi pozisyonu gördüğü an penaltıyı çalardı, pozisyon %100 penaltı."" #beyazfutbol #derinfutbol Ahmet Çakar",1
Çok güzel paketlenmişti dökülme ihtimali yoktu. Kokusunu bildiğim ve indirim beklediğim bir üründü. Gerçekten çok güzel.,2
Her bitki ayrı bir dünyanın kapısını açıyor ve bu beni her zaman heyecanlandırıyor.,2
"Bu dizi karakterlerinin motivasyonları o kadar saçma ki, anlam veremiyorum!",0
Exxen de dizi izleyemiyoruz ki sürekli bir reklam geri sarayım diyorsun reklam reklam reklam,0
"Bu tez çalışması, metodolojik zayıflıklara sahip, sonuçları sorgulanabilir.",0
"İçecek ve fiş getirmedin, getirmeyi unuttun, dekontları dikkate almıyorsun.",0
Siyasi tartışmalar toplumun politika konularında bilgi sahibi olmasını sağlar.,1
"Matrix Bilimkurgu türleri arasında kendine hatırı sayılır bir yer edinmiştir.Olaylara felsefi açıdan bakmış ve bu açının doğurabileceği sıkıcılığı engellemek için macera-aksiyon şeklinde işlenmiş bir film,kendi türü için bir takım özellikleri ilk kabul edilebilir.Bence bilimkurgu türleri arasında 'Geleceğe Dönüş' ve 'Blade Runner' ile birlikte ipi başarı ile göğüsleyenlerden.",2
Bana gitmedi pek beğenmedim.,0
çürüğ çorba %50 et oranı ile muazzam. etten kaçık çorbaya girmiyor öyle diyeyim. bu dönemde paramızın karşılığını almak zor. teşekkürler.,2
Miyazaki denilince şüphesiz akla yaratıcılık ve hayal gücü geliyorfilmlerinin en başında da Ruhların kaçışı ve Yürüyen Şato gelir.,2
"Geçen sene bir çam ağacı diktik, şimdi baktık kocaman olmuş. Her gördüğümde yüzümde gülümseme oluşturan o güzellik! ",2
Kütüphanenin düzeni her zaman etkileyici ve kullanıcı dostudur.,2
"Dostlar, Aliya İzzetbegoviç'in savaş sırasında gösterdiği liderlik ve vatanseverlik gerçekten başka bir seviyede. Bosna halkının cesur lideri!",2
Kanal değiştirirken ne zaman tv8'e gelsem kırmızı oda var ve Erkan Petekkaya hep ağlıyor. Dizide başka sahne yok mu,0
Kumtel servisini aradım ankastre montajı yaptırmak için 10 gün oldu gelen giden yok yani servis diye bir şey yok arıyorum cevap veren yok. Bence almadan önce 10 kere düşünün gelen giden yok.,0
"Dönemin Kültür Müdürü Galip Bey, Ankara Kalesi'ndeki Akkale Burcu, Augustus Mabedi ve Roma Hamamı'nı müzeye dönüştürerek ilk adımı atmıştır.",1
Geç gelmesi fena değil.,1
Tarihi eserlerimiz yabancı ülkelere satılıyor bu bir kültür hırsızlığıdır.,0
Kütüphanenin düzeni ve temizliği çalışma deneyimini olumlu yönde etkiliyor.,2
"Spor medyası genellikle skandalları abartarak haber yapıyor, gerçek başarılar göz ardı ediliyor.",0
"Çok güzel kokuyor, bayıldım, sanki çiçek bahçesindeymişsiniz gibi, sanki bahar gelmiş gibi 😇",2
Bugün telegrama Bip'e göç edenler yarın tekrar dönecek #WhatsApp,0
Yetersiz sanat fonları sanatçıların projelerini hayata geçirmesini engelliyor.,0
"@ogreticihuseyin @cnnturk Televizyon programları o kadar birbirinin aynı ve o kadar tekrardan ibaret ki , bu çamurda Acun tabiki kazanıyor",0
"Bugün 23 Nisan Ulusal Egemenlik ve Çocuk Günü, çocuklar tarafından coşku ve neşeyle kutlanıyor. Onların gülümsemeleri bizim en büyük mutluluğumuz! 🌈 #Happy23April",2
Seçim sürecindeki yalanlar seçmenlerin güvenini sarsıyor.,0
Yeni buluşların yeterince desteklenmemesi ilerlemeyi yavaşlatıyor.,0
"@m_latif_uygun @BaranKk20 60 milyar enerji ithalatın ve 180 milyar ihracatın var, rezervler de sıkıntılı. Fon girişi gerekiyor, Katar vs değil reel rezerv",1
Temiz bir oteldi. Personel ilgiliydi. Yönetilebilirdi.,1
Yeşil Bursa yaza hazırlanıyor https://t.co/57nJXtSjQH,2
"Bir satış firması ne kadar olması gerektiği gibi layıkıyla iş yapıyorsa bu firma böyle bir firma. Müşteriyi odağında tutan, kaliteli ürününü analiziyle birlikte sunan bu firmayı takdir ve tebrik ediyorum.",2
"RT @PurmuzDaglar: ""Asgari ücret ekonomik olmaktan çok, sosyal ve insani bir konu; daha çok insana az maaş mı, daha az insana çok maaş mı verelim arasındaki tercih. Emeğin değeri emeğe talep artarsa artar"" -Cem Toker (8.1.2021) Tümü: https://t.co/rdPoT5H5el @tokcem @csarikoc @liberaLDP @nkonustuk https://t.co/O8WRTweEEj",1
"Tarihi alanların düzenlemesi ve bakımı için yeterli uzmanlık eksik, bu da yanlış kararların alınmasına yol açıyor.",0
